cz2000_res,WHat,VbarHat,RealIncHat,LMhat,LRhat,QHat,PHat,PriceHat,OwnCommutingHat,OwnTradeHat,ownTrade
13,0.0002387624717938852,0.00010977240414433709,0.0043368722605845456,-0.0058486276338644005,-0.010130708599592975,-0.009613582020798983,-0.0005893136617228789,-0.004208846626257645,-0.023566222172921814,-0.008315693618315856,0.022355726367147038
14,0.000022812633991620146,-0.0038958207613959406,0.00015904193671589795,0.003884595751472597,-0.0048580913147932,-0.007037763707203659,-0.0020602086816929877,-0.00405421790744398,-0.025521915808088602,-0.00237554234464854,0.2102162949353021
15,-0.00047167255418956167,-0.005656195819930376,-0.0003213349134292276,0.008268230239317997,-0.0070930357463916405,-0.01172892478158749,-0.0010520555747858262,-0.0053365757346027776,-0.021334780294711475,0.006512876176052229,0.21677973834264502
16,-0.0005353306571485028,0.004898618989934933,0.006004681349112362,-0.015745531302797655,-0.008018071526326609,-0.0025975291278025336,-0.00009949817565013674,-0.0010994604495220273,-0.04387770865028262,-0.014457370248886936,0.25220121465817463
17,-0.0018041637901528018,-0.0026241253413141763,0.0026363981202828235,-0.02068379181215929,-0.01426355222558906,-0.016202570207376588,0.002124927047024272,-0.005246691095056266,-0.028835203971853796,-0.009073881688332897,0.3783021956824742
18,-0.0018310886003475302,-0.007393176321784045,-0.0028112394664392415,-0.005276784450966798,-0.006746489831332303,-0.012167143952312776,0.00048555943528172385,-0.004594854090506639,-0.032406255751255664,0.0016652551964251305,0.16946930834649773
19,0.000268884247558665,-0.004270130204479083,-0.00626405332377078,-0.013711009559722265,0.011530026731608078,0.005857055685202228,-0.0005523579801767209,0.0020064918914937113,-0.0556832235279453,-0.01613830890800816,0.04687017690478097
20,0.0005380846688849417,0.038400048928419306,0.01687275269627997,0.033221901323751135,0.030288361595850022,0.05523802755856222,-0.0009286000834295427,0.02117009839732531,-0.14629156174497093,0.02868477130599456,0.0067861322767068495
21,0.00023972188528431637,-0.011214412364669357,-0.008360367350886189,0.010549749344462844,0.006675189324676367,-0.005240276064639393,-0.0013002122792798998,-0.0028781070459625857,-0.03057911871686747,0.005889510086855676,0.22143712762120776
22,0.0008274863871506888,-0.009088910827630414,-0.009984509042060719,-0.004417645408088533,0.013872438106467211,0.00377044748142219,-0.0010013671139140756,0.0009046305058961757,-0.047185711470250746,-0.009865484770802069,0.07329653971704889
23,-0.00025294346696980163,-0.002476704999656687,0.001321873140622598,-0.0006300608774844063,-0.004912140063410786,-0.007360748569857578,-0.001408321251389455,-0.0037935635305411664,-0.02834675248941143,-0.004090884107614934,0.09111764966387505
24,-0.0007249790299914682,-0.006711178299735998,-0.0016585337516492604,-0.006566678423522099,-0.0038392294459174137,-0.012931369444520002,0.00022068118403661963,-0.005061038451176336,-0.02413467208882647,-0.00374361268007406,0.35441032366854475
25,0.00030698031792031344,-0.009821645460786232,-0.005805739047516689,0.004074224118481462,0.001166996536450693,-0.008537458285994948,-0.001029292671636317,-0.00403935787098797,-0.024103965661997906,0.000055680593292084524,0.23024625633060705
26,0.00003118930798140518,-0.006009006057178579,-0.0020558069888817476,0.005849999406500883,-0.004101732441714634,-0.007712876515959088,-0.0014524440029491936,-0.003961342824561065,-0.025968535237170798,0.0013798397750415248,0.2218805377581951
27,-0.0011591897911964466,-0.005974513631672451,-0.00019244667644535696,-0.004739869181416889,-0.008985924490437003,-0.014995894119924413,0.0004064501068488102,-0.0057831799089799185,-0.022597212645926623,-0.00005244750929167541,0.362479850700339
28,-0.0002508253484710954,-0.007181141641404487,-0.0018268975929797149,-0.0035480672953234205,-0.0023062545582930305,-0.012837931036499217,-0.00035004201393407097,-0.005364043606778557,-0.020020084685461015,-0.0038447061805783056,0.32411691644343354
29,0.00021309912219757976,-0.004919706094006493,-0.0036824345302761685,0.009106941570071081,0.004554259008610284,-0.0003257937663260213,-0.0018520787208763378,-0.001241844575074924,-0.039264696892972184,0.002869214698758338,0.028938780484262964
30,0.0003386083159937492,-0.0010951296551139356,0.0014820905555488206,-0.004993546689167738,-0.004367483998198196,-0.004832252216339317,-0.0010646611335258793,-0.0025734061896536264,-0.0316607030192102,-0.009175044014603007,0.09783064032973056
31,0.0012349056707834372,0.06014651888016487,0.04153618329669917,-0.05721376532039557,-0.004507981511583048,0.04886600167446753,-0.002286434728229092,0.017868160397999544,-0.12795299545234817,-0.06712615135635858,0.030858429971798405
32,0.0008360119473400651,-0.002181275246176062,0.0007131165819658225,0.03609038371508211,-0.0023670382431513204,-0.003907423183743042,-0.0022150253441229895,-0.0028923292601860107,-0.027378602894834403,0.02664371086883177,0.0692011763407996
33,-0.00022314982213378354,-0.004075784821410577,-0.00017107100112867535,-0.010407831915630994,-0.007382011216664375,-0.010343594660982891,0.00041001191248790647,-0.0039053819178763716,-0.027600957912333968,-0.008526505735905188,0.22418161367422554
34,0.00013426226925439266,0.01942522819246384,0.011793200585257457,-0.004962211127662375,0.002203074577463049,0.02013556614505263,-0.0007654512567453198,0.007543070661862217,-0.08404056521083647,-0.0076451824245308275,0.037754771777851255
35,0.00007600017717690477,-0.003621306679850611,-0.002959866397204358,0.004959553653241189,0.0022724713749304737,-0.0010600585953068897,-0.00039887988836029287,-0.0006634038694671718,-0.04297336440943211,0.0035286363563657996,0.10377642224737006
36,0.002402230852828424,0.0245194795002579,0.014614983826872319,0.003018761366338607,0.010100693865782606,0.028898042750920228,-0.002797511851624912,0.009761826733553969,-0.08371708556979507,-0.012509233741001768,0.24117599167959325
37,-0.00044831319448634943,-0.00013010878316455088,0.0028188876857304646,0.0029628642415746587,-0.00879259490209372,-0.007183975392955344,-0.00010179075252081393,-0.0029407069462967783,-0.033847883322658756,0.004006340973264466,0.007830221763887354
38,0.001263797532793598,0.006116917624038765,0.0018244801541213995,0.005765605063843493,0.005027859279213898,0.012637716627321494,-0.0012457957740218406,0.0042846202652755405,-0.06217334800998675,-0.0017780858605692673,0.15534215942747473
39,-0.0004897559197304391,-0.0029113608009886383,0.0025672504944462826,-0.004068651589104966,-0.010060332756637314,-0.011688899595059254,-0.0012932747538122458,-0.005464582343711166,-0.020749915725946866,-0.0064686463135199546,0.26599483173877814
40,-0.0006651019689341009,-0.012250441983050586,-0.007193225394176772,0.008612547487321764,0.0015079390231407253,-0.010223254776931978,-0.0016595003586389323,-0.005093857856562023,-0.023644847063033048,0.0056046518825745295,0.27560862650427326
41,0.001009745134193718,0.04440561980685098,0.03194503224169476,0.04007650845020905,-0.0020203126927927917,0.03435574398356933,-0.0025117883578219535,0.012074855903989379,-0.10174106848869235,0.029138170829579257,0.060008406921792094
42,-0.000950235351456441,-0.010222780565483758,-0.007998179149924178,0.05989770662030147,0.01910987010275056,0.00885188236329193,-0.00957095329820068,-0.002242537633301178,-0.04010145673269272,0.0326964704759134,0.49701417948901483
43,-0.0005436916673934311,-0.001879779706716933,0.00275645959901083,-0.018020590907634304,-0.011985233850228205,-0.012371488057726476,0.0005755731761121208,-0.004623494829025465,-0.0254950540870289,-0.014717816206341827,0.15231853480176094
44,0.00009818187769816689,-0.006883383647955599,-0.0045974395212770025,0.005049301257955774,0.0021766649485583933,-0.00446378079428289,-0.0008490291661923388,-0.002296502156453273,-0.034365954112557606,0.0021963040747288165,0.09103715359823555
45,-0.00021086952449789198,-0.007116377179607669,-0.003005429987078978,0.009326583219987361,-0.0019313781870005098,-0.008393895314785516,-0.0012660895482438095,-0.004123339601012632,-0.026386310237550892,0.006134096306186443,0.14980832690360493
46,-0.0015762877879013093,0.0030951868742261635,0.006774886399994573,-0.012822489541660431,-0.013929193554821917,-0.010636040668715707,0.0010264759920768363,-0.0036549377377957937,-0.03599823106976219,-0.005082007027753854,0.047359706034703214
47,-0.0016573040051757193,-0.01038363348991267,-0.0026447202103848655,0.009540770603227555,-0.0014948833409206275,-0.01564954753553227,-0.002464255534096793,-0.00775943481360053,-0.014694561850659538,0.007094740274289357,0.5561362670229946
48,-0.0021700066700625076,0.00530337227423372,0.008661076392112,-0.027186326794635396,-0.015855291560441298,-0.009184652934631332,0.0005941952059229649,-0.0033288724988659313,-0.040787232199387846,-0.019079205756545203,0.053512109679530115
49,0.00016363316852574528,0.0012691393805324136,0.002604042108484972,0.011358505649972095,-0.0023123915127118977,-0.0009671771798590578,-0.0015742007815436887,-0.0013314356135502026,-0.03905581752843679,0.006095803667599986,0.0590163285303776
50,0.0006712360360534575,-0.005822530268526527,-0.003498241677423186,0.04225073887666064,0.0015604642852062867,-0.0036029904609810037,-0.0014845198529671588,-0.0023324480581106144,-0.031185099969147978,0.035529246808868375,0.06258413804976178
51,0.0011690516870856982,0.00443064906867785,-0.0033305550702521503,-0.017884739499817948,0.02090849259123373,0.02187308761575224,-0.0014954558704972643,0.007787139636328488,-0.08011432485263759,-0.025705282565536502,0.043564901482749434
52,-0.0025348136836285118,-0.005160990225963724,0.0023716890756690923,-0.014603181106520924,-0.015160729521574767,-0.020791771453750996,0.0014362810865951037,-0.0075148563988064465,-0.02066788032452682,-0.002787118715116166,0.3994823319409455
53,0.001103327154842848,0.02865537411307706,0.0156364009623573,-0.006141758676064035,0.007852182762818405,0.034254496428492764,-0.001224706481869453,0.012818537360795412,-0.10484592838037021,-0.013059203678936648,0.07343928029282486
54,0.000052334174558854585,-0.006819804754406689,-0.0014002917223409073,0.025227601914281195,-0.0014227468940509747,-0.009396184903331162,-0.0027722333015092193,-0.005427112572877757,-0.018077689814320674,0.01656509560990771,0.26326106289587337
55,0.00034804039120661656,0.018762843458835388,0.012804272335925626,-0.015022734304624863,-0.002573375156649571,0.015194830462367914,-0.0002769887608337074,0.005883240509211962,-0.0747796688635417,-0.016867856906958245,0.03851619903556933
56,-0.0017524175574556988,-0.0058387100399727165,-0.00034204891445777097,0.012868139392632427,-0.007836848313685363,-0.010456923447091482,-0.0021791588927813077,-0.0054985418958015675,-0.02723372519208278,0.011569720160135466,0.33356065674779367
57,0.000027576930268002897,0.004215272870885967,-0.001104419089255404,-0.010450824024390348,0.006317283628007653,0.013589057879208388,-0.0001459542799658875,0.005325573625314384,-0.07360875709134418,-0.01096587343170019,0.030619803509931515
58,-0.0011595093386691513,-0.005976968163696639,0.00019434091344971982,-0.002773125617150596,-0.007659229422542713,-0.014746033427932903,-0.00041139698661207813,-0.006170109972338245,-0.020541766454513777,-0.0005307355950444625,0.5155555527268114
59,0.0012300562077758315,-0.006101715077744818,-0.006477746088445757,0.03948253459881368,0.010576598973519813,0.004377029585588277,-0.002278367541276749,0.0003784827256969603,-0.042398019852386115,0.0285933863794523,0.05604942395519481
60,0.00026683387242742995,-0.0019251471467749415,0.00020217288628865404,0.01377358074759738,-0.002772516566010408,-0.003704696168948085,-0.0010736313378794105,-0.0021268900335668084,-0.034373085732234854,0.009703343066224557,0.07204816751978182
61,0.00009507692653976108,-0.00883048125606467,-0.005984859301080614,0.010279606405704023,0.0002784712697048164,-0.005648658263250006,-0.0010011514393837295,-0.002862755141720741,-0.03141662305103066,0.006961070968197092,0.12951545497481282
62,-0.00016984242606565836,-0.005234310456688762,-0.0006822773063671628,0.008083355805666326,-0.005454723610947898,-0.010089928415650373,-0.0008481011299901198,-0.0045551410196666975,-0.023886676812291507,0.006033174849057632,0.1335355588058829
63,0.0009174413917047985,0.015627451504124368,0.007892412500048351,-0.010506666533107722,0.009333528192151164,0.02102302979330939,-0.0011274772815350609,0.007674468929565137,-0.08080739875957588,-0.0165590205906192,0.026421519352467244
64,-0.000705278635889206,-0.0066723019407549655,-0.0015274724903051595,-0.014105909746442769,-0.007343505877521528,-0.013796910295804543,0.0006521590756902729,-0.00515270005803925,-0.02354495987850458,-0.010082746591117187,0.29753567035148637
65,0.0006943875896814333,-0.0038229974646027953,-0.0005578209537463463,0.0204327327278222,-0.0012823611532094548,-0.005429864029969922,-0.0018224763936776078,-0.003266998911304997,-0.026146893673571148,0.01275255697915001,0.13017916033237475
66,0.0009296280248698441,-0.0045522053190049094,-0.00853982297067557,-0.003774273069106049,0.016167272540403177,0.010710184169508308,-0.00041224254011440475,0.0040219645166370555,-0.06253916873139631,-0.007775597202135165,0.04717570033206244
67,0.00045522127656183464,0.0019969393754828424,0.002647416121474455,0.01164551811945036,-0.001010146301289705,0.0007999109025054185,-0.0016133741161482584,-0.0006487592103990858,-0.04108752121679338,0.005383284949170175,0.08175415567259256
68,0.0012314585512456233,0.0003718886873920191,0.0028778349013345306,-0.0099126247996566,-0.007938503682740072,-0.005912898165628233,-0.00021614810704173593,-0.0024987552089922316,-0.0273765050838094,-0.01420090146883457,0.07972944564041397
69,-0.0006925585406900581,0.00048588681598160655,0.004271065858205025,-0.022996147533530853,-0.016480021066348383,-0.013937974460223823,0.0030683747196194044,-0.003769081048838774,-0.030780955596276582,-0.011923601475158918,0.44557152142026846
70,-0.00047523381737824,0.0007859872578912519,0.0033749747326039525,0.018599751046062707,-0.003608650068548269,-0.003393723734932297,-0.002037613848175579,-0.002580279097954108,-0.03587238954908356,0.013830623824256039,0.26233309633037394
71,-0.00035388981571382594,-0.010993433367032956,-0.006235300565530455,0.016758518765908947,0.0016019006054668328,-0.00888084442237147,-0.002050030490683974,-0.004787987341681843,-0.02362384998604461,0.011591767322953084,0.16972983772728154
72,0.0005084907278383177,-0.006551688654737431,-0.004426503410944416,0.05613913887950339,0.005533369349072004,-0.0008830384171821803,-0.002968160240412465,-0.0021346342094020754,-0.03307182343511683,0.04516746957617279,0.1221812883907091
73,0.0025474933398972333,0.045205897165588205,0.026411242942576907,-0.057222952315888365,-0.007981633644939867,0.04432916099894402,0.0013267419017191084,0.01831103697688441,-0.1238213293478756,-0.06066267649302293,0.19262567001145858
74,-0.0009176666432397784,-0.015737098465190003,-0.009184702216538665,0.047808871156344246,0.012089859986051499,-0.004453967551305893,-0.00804997930135698,-0.006613135932912684,-0.01689538562580095,0.02552819525523331,0.5152766287895246
75,-0.0016292214935925697,-0.005884099508549623,0.0003137367929009205,0.03267812112540147,-0.004714643528993312,-0.010237017466895537,-0.0034926467680704842,-0.006195892422033,-0.022890102504453003,0.0269065307147498,0.35442538876438123
76,0.0005563118684794865,-0.00990124756319577,-0.005689046659873687,0.0292243059088948,0.005508515951335502,-0.005948487410085468,-0.003093206004213145,-0.004236301419764499,-0.02174501603873047,0.0180030827280786,0.48297170300891346
77,0.001476632938875344,0.0021109808294637045,-0.0036514730127100714,-0.002469269783201722,0.017601549893729196,0.016576720988531024,-0.0013481221287274803,0.005783572400712034,-0.06862924258217773,-0.010886359797219747,0.10992483545944029
78,0.0017843286217222865,-0.0028117624461511115,-0.002864640822708986,-0.004292634010536256,0.003930531033712992,0.0013130679612904927,-0.0007861138060938355,0.000053030289289379695,-0.0378417191060022,-0.011937533942016021,0.2644764028295092
79,0.0006460831759036445,0.017278158642276997,-0.0005654255435721955,-0.030260589047987896,0.03987129464024597,0.046980776665187296,-0.001112804395914213,0.017853679112065812,-0.13065258534506352,-0.03536528965514807,0.00951596426507987
80,-0.001547061024301355,-0.0020629237101975617,0.002919626991035429,-0.01566411614729557,-0.0142013483284541,-0.01382237857183033,0.000978964274268579,-0.00496804586044608,-0.02895344440876013,-0.008174269189249128,0.2394139368681845
81,0.0012652454842818628,0.008829497008239873,0.007720412634707907,0.026871235632457635,-0.002510556201333558,0.005804380317849356,-0.0020230471084246027,0.0011005873847809156,-0.04594184420442704,0.016787266853450333,0.03881755732641556
82,-0.0007447220179652714,-0.007173045397253164,-0.0016732645236126054,-0.00644017165198707,-0.00816731628841727,-0.013501783564448422,-0.00014453086342902655,-0.005508998886037064,-0.021862464003190252,-0.004648785361935581,0.23737327666010175
83,0.0005089429418208002,0.03262711644145955,0.02256278883709717,-0.024355752890857896,-0.005412560380563924,0.025351597660724368,-0.00036675123780027796,0.009842258797435832,-0.09341606409405356,-0.026915305496609476,0.04765604181428965
84,0.000514887868171332,-0.003944585996533911,-0.001060834042838965,0.000401200494321019,-0.001162593515064203,-0.005544307121292724,-0.0011112083743879397,-0.002886814384669645,-0.029092002972284092,-0.004468610629941083,0.12075036782714406
85,0.00039313583779199135,0.010736204871659272,0.007606003626049906,-0.01651454343109815,-0.001842965525567286,0.008310014545199973,-0.0003474619113373878,0.0031065726428234353,-0.0606333602746032,-0.018697169462893903,0.023906483616761155
86,0.0002753506923693916,-0.0018797999700945756,0.001526915706340004,-0.010177648871764977,-0.00878953890390577,-0.008321349599893724,-0.0001080842328737841,-0.003401521839312638,-0.02763888078586063,-0.011315496540195924,0.07199193625537173
87,0.0006625717834534139,-0.010946080290917704,-0.007589353049898939,0.008853396770270638,0.0069547791374435786,-0.005777588734946271,-0.0017823984055909126,-0.0033823974494174847,-0.025704998898200992,0.0014765007588457557,0.26230527496399403
88,-0.0017337340393113188,-0.004098787015667682,0.0011006085669815757,-0.00926222299858559,-0.009816922046406606,-0.014251289657428057,0.0008909173008180282,-0.005193679374635329,-0.028744630656582837,-0.0014270867511945173,0.12357068634101771
89,0.0003962988537293821,-0.008620340110357949,-0.005785706160048254,0.005924372775694575,0.0038371326734498723,-0.005193647029479775,-0.0012863878994109346,-0.0028511297492630483,-0.02990095190782549,0.0008569505929245658,0.2621812688291593
90,0.0009645638107169674,0.040540049902790365,0.027618030255112336,0.013118082526311747,-0.0008511975733872523,0.0344920676549858,-0.0017782422262573316,0.012574730364034226,-0.10435200081146334,0.004812556675482416,0.04176270427681185
91,0.0007815250686948882,0.001248051902811742,0.003804786952788408,0.0007949312870143554,-0.00547774801531109,-0.00432522293631421,-0.0013598276224132677,-0.002547044089855399,-0.029481210463564778,-0.005615477029349059,0.06960585573102934
92,0.00006496469415395723,-0.0015177165073873011,-0.0007657631352346872,0.03489117194832736,0.002469030526400573,0.0008943633416287344,-0.0018489525423197595,-0.0007525296316025498,-0.0425692877361169,0.028960833727000868,0.0190455731794486
93,-0.0005363698766083225,0.0038510333325716406,0.00553235874260527,-0.0011152328021918345,-0.0074546121265604,-0.004331864873897917,0.00010506462650239357,-0.001672074891887143,-0.04091725787207667,0.0008091907272389509,0.425129819637397
94,0.0011432035555587472,0.014000007843235851,0.014141181925945157,0.003943499856063237,-0.013848861880341512,-0.00003622698057759166,-0.00020785204069417862,-0.0001392055516781232,-0.04016682978452857,-0.00011552140729353955,0.15058546799814668
95,-0.001462331189294952,-0.006952815477058505,-0.002848646389515763,-0.015887011834441633,-0.008941080960656489,-0.011573043673912764,0.0008867689501641518,-0.004115893813594562,-0.03298979976868144,-0.008925162971290757,0.0967315389418215
96,0.0016890696387501514,0.0018186563216942009,0.0027292106784257975,-0.010946189533008743,-0.0035481142129484278,-0.001721328666703159,-0.0003655395652615301,-0.0009080760259447818,-0.033328458872115,-0.01701979202111603,0.1360120957782973
97,0.00009492056594484488,0.008489023113909422,0.00022820484759922266,-0.013497141857177652,0.017655593576109352,0.02053970587119358,0.00015396329438632783,0.008258933537640845,-0.08774154201918949,-0.013322410665480455,0.08327200873655541
98,-0.0003519818641335437,-0.0021204865897458403,0.0028119006917215472,-0.015143153709960777,-0.01253930627996458,-0.011588249103433479,-0.0004471104271382975,-0.004918556788232276,-0.02292159830498064,-0.015424289968698823,0.20163497760287188
99,-0.0013681988090746833,-0.004372254451112667,0.002680067706620104,-0.009094978729292547,-0.010910659744749251,-0.01969309939027819,0.0014969752588616103,-0.0070334719766229625,-0.017043144028696666,-0.0005414692307085245,0.30377733444070365
100,0.00039376963723336544,0.00302431762927613,0.0006220263310423579,0.01736163873169727,0.005194436687847581,0.0077483686370036775,-0.0011484750821608714,0.0024007979387004053,-0.05705221306345154,0.01266367965503834,0.09038757755726833
101,0.0002418418932650379,0.004293729675697078,0.003374057593732438,0.006463436122996935,-0.0006490888343424484,0.0033758820822622493,-0.0007196058698987207,0.0009165794899761437,-0.05025457444294845,0.003563940784900188,0.049610764888339105
102,0.004783978485628726,0.013656227204588811,-0.0049152803991041605,-0.008773881342378886,0.030922191629040086,0.04604477353394132,0.0008082492588614709,0.018663242674595182,-0.1148669409168217,-0.02049363650974101,0.3287737801664579
103,-0.0013163915512903746,-0.0013163915512902635,0.0040323964345938546,-0.025842892603223477,-0.025842892603223477,-0.02116791126906148,0.005375259833706236,-0.005327306175456181,-0.025842892603223477,-0.006129454568366444,0.6745441238691309
104,0.0004526021726412033,-0.005870367130561882,-0.0040551974864538876,0.007801642940704179,0.0024077006777376564,-0.0033350973743594414,-0.0008129275415416082,-0.001822560486813063,-0.03499474259976654,0.003982000893076876,0.04531783433673541
105,0.0013556655091429004,0.0004600896765765139,0.000732055860737324,0.003612100002415186,0.00010252328128368404,0.0004866658411761815,-0.0007770698478527516,-0.00027176723536337377,-0.03837766908613893,-0.002786875438801073,0.07017915024345238
106,0.0009078370461459428,-0.010977530141678016,-0.012015442675892496,0.006879105588907919,0.016066175311571618,0.004789628984956273,-0.0014344607247676056,0.0010505351794420914,-0.047522646324861806,-0.00017317978563036185,0.08299928352186031
107,-0.0010023253937152532,0.0023283307632462336,0.008144032731290496,-0.019702757710035712,-0.015988825392986628,-0.015193439447235502,0.0005644797156387771,-0.005768721312854663,-0.02184468440042142,-0.01508309256581375,0.10289379911297283
108,0.0010063704966005727,0.010638829696367758,0.0032691611379049856,-0.024468414684547968,0.009852750146603029,0.019557914831122458,-0.0007144781336180239,0.0073456544304661975,-0.07874366087373463,-0.029490933837150513,0.05654615787441391
109,-0.0012413401692357162,0.011266302738281553,0.011097326784421435,-0.022222407778358266,-0.013226571520037589,-0.0021656802436637035,0.0017253515066639746,0.00016712135358676328,-0.054016889220122044,-0.013483391050288063,0.21205810692479868
110,0.000492254306279305,-0.0015376828722077907,0.0003469899305184043,0.00601431930826668,-0.000994463495804343,-0.002583594783283738,-0.0014173626809151907,-0.001884019067081022,-0.03446708959749201,0.00026483670892019084,0.08953865698841285
111,0.0003544925300333901,0.01018170294454701,0.009259309228541124,-0.0034168372152068027,-0.0065442066907618335,0.003396602464847298,-0.0007377691372869588,0.0009139313430865936,-0.04966311489206299,-0.006677705706997994,0.018535322568974943
112,0.001222261692487292,-0.005588575038094068,-0.01480306398238096,0.0471372576877227,0.036087185582801995,0.02811046786839211,-0.002961564072617495,0.009352941130261527,-0.08753385521619417,0.03406496083385546,0.09278879586778847
113,0.0023224444044580572,0.010613595135491094,0.0010965965558342727,0.001182787594969259,0.021462438620055257,0.02520683325871853,-0.0008264611607230465,0.00950657370367547,-0.08285938680169469,-0.008223574925273591,0.02567710349069974
114,-0.00030524473269544217,0.0034689444806668135,0.004729826774537926,0.00020232684307464055,-0.0055992661932041665,-0.0021451026959390385,-0.0006610681131400398,-0.0012549466137767862,-0.04188297437851285,-0.000865305186579346,0.05471830135703167
115,0.0001892091921713579,0.02852473267837352,0.019056388297442828,-0.04509277858806271,-0.004169524424766924,0.022548504269786607,0.0005487665938244124,0.009291286026624768,-0.09230809126899953,-0.04406257130480362,0.05573140419094529
116,0.0013632576816724473,0.007498989185513061,0.001681983730675407,0.0208926515857073,0.011937973330472529,0.017698681530500027,-0.002043097865698229,0.005807237775379281,-0.06931689599033408,0.010509684626008209,0.055786486097187185
117,0.0005983294630325098,0.008753701296067451,0.002630670340805219,0.016745806864527646,0.0075397578816001065,0.017028707065178672,-0.001108957895321394,0.006106965542138187,-0.07464082884718393,0.01155016433603473,0.018530642363503543
118,-0.0009300444456192825,0.006134313522392132,0.00874663355034766,-0.006100511293329336,-0.010805700130437246,-0.004862389954559232,-0.0010716390530143283,-0.0025896691409628136,-0.038190680705214586,-0.006523036851564967,0.13555333194040942
119,0.0004105955157442942,0.017709548324032598,0.007494008599315816,-0.0033152035851213846,0.015505498097487358,0.027202870100169196,-0.001078227980110924,0.010139553821187475,-0.09533673201054627,-0.007758420714557679,0.012977822620503298
120,0.0006357120806828043,-0.006574088103888709,-0.004602713289414639,0.01867728983151551,0.0029041790975716797,-0.0030305622043705904,-0.0012798282300647834,-0.0019804904441610427,-0.03321445968702208,0.01283824875013062,0.1018848271826694
121,-0.0008841135148994761,-0.0068550357778502935,-0.0006632323082511604,0.011034651926532302,-0.004317049909667858,-0.012315011766344752,-0.002095466713026073,-0.006195912799146774,-0.01894468354519452,0.007361697284393953,0.412462368493441
122,0.0008647857091486078,0.02042132622116899,-0.00012855886813045725,-0.04108734249172541,0.03547796987243501,0.052680627054239926,-0.00031958481825278273,0.020552527298946188,-0.14198583604848525,-0.04448749553781506,0.01356380379244372
123,0.0009338833559828785,0.0160422180634765,0.011983430915632365,0.029805781512086682,-0.0033836974102547934,0.01242688909951739,-0.0015611472249564828,0.004010724903046992,-0.06246097083936397,0.022123962945370224,0.015085637467227287
124,-0.001936499545955206,-0.0023540168717205434,0.004441424072724853,-0.013643448028139438,-0.015448414084254014,-0.018247260218358208,0.0009636906265348966,-0.006765392965268013,-0.0214884806539839,-0.005019922353445505,0.07854546802123938
125,-2.7371661888153653e-6,-0.002156767899769263,0.0004584967565277598,0.029118873492601782,-0.0036543370858442836,-0.005127274673924376,-0.0009350676383538259,-0.0026140661154616662,-0.03323124601263605,0.026243111792982,0.06291286789788522
